id,name,blurb,goal,pledged,outcome,backers_count,country,currency,launched_at,deadline,staff_pick,spotlight,category
610,"Hughes, Mendez and Patterson",Stand-alone multi-state data-warehouse,42800,179356,successful,6406,US,USD,1355637600,1356847200,FALSE,FALSE,theater/plays
611,"Brady, Cortez and Rodriguez",Multi-lateral maximized core,8200,1136,canceled,15,US,USD,1374728400,1375765200,FALSE,FALSE,theater/plays
612,"Wang, Nguyen and Horton",Innovative holistic hub,6200,8645,successful,192,US,USD,1287810000,1289800800,FALSE,FALSE,music/electric music
613,"Santos, Williams and Brown",Reverse-engineered 24/7 methodology,1100,1914,successful,26,CA,CAD,1503723600,1504501200,FALSE,FALSE,theater/plays
614,Barnett and Sons,Business-focused dynamic info-mediaries,26500,41205,successful,723,US,USD,1484114400,1485669600,FALSE,FALSE,theater/plays
615,Petersen-Rodriguez,Digitized clear-thinking installation,8500,14488,successful,170,IT,EUR,1461906000,1462770000,FALSE,FALSE,theater/plays
616,Burnett-Mora,Quality-focused 24/7 superstructure,6400,12129,successful,238,GB,GBP,1379653200,1379739600,FALSE,TRUE,music/indie rock
617,King LLC,Multi-channeled local intranet,1400,3496,successful,55,US,USD,1401858000,1402722000,FALSE,FALSE,theater/plays
618,Miller Ltd,Open-architected mobile emulation,198600,97037,failed,1198,US,USD,1367470800,1369285200,FALSE,FALSE,publishing/nonfiction
619,Case LLC,Ameliorated foreground methodology,195900,55757,failed,648,US,USD,1304658000,1304744400,TRUE,TRUE,theater/plays
620,"Swanson, Wilson and Baker",Synergized well-modulated project,4300,11525,successful,128,AU,AUD,1467954000,1468299600,FALSE,FALSE,photography/photography books
621,"Dean, Fox and Phillips",Extended context-sensitive forecast,25600,158669,successful,2144,US,USD,1473742800,1474174800,FALSE,FALSE,theater/plays
622,Smith-Smith,Total leadingedge neural-net,189000,5916,failed,64,US,USD,1523768400,1526014800,FALSE,FALSE,music/indie rock
623,"Smith, Scott and Rodriguez",Organic actuating protocol,94300,150806,successful,2693,GB,GBP,1437022800,1437454800,FALSE,FALSE,theater/plays
624,"White, Robertson and Roberts",Down-sized national software,5100,14249,successful,432,US,USD,1422165600,1422684000,FALSE,FALSE,photography/photography books
625,Martinez Inc,Organic upward-trending Graphical User Interface,7500,5803,failed,62,US,USD,1580104800,1581314400,FALSE,FALSE,theater/plays
626,"Tucker, Mccoy and Marquez",Synergistic tertiary budgetary management,6400,13205,successful,189,US,USD,1285650000,1286427600,FALSE,TRUE,theater/plays
627,"Martin, Lee and Armstrong",Open-architected incremental ability,1600,11108,successful,154,GB,GBP,1276664400,1278738000,TRUE,FALSE,food/food trucks
628,"Dunn, Moreno and Green",Intuitive object-oriented task-force,1900,2884,successful,96,US,USD,1286168400,1286427600,FALSE,FALSE,music/indie rock
629,"Jackson, Martinez and Ray",Multi-tiered executive toolset,85900,55476,failed,750,US,USD,1467781200,1467954000,FALSE,TRUE,theater/plays
630,Patterson-Johnson,Grass-roots directional workforce,9500,5973,canceled,87,US,USD,1556686800,1557637200,FALSE,TRUE,theater/plays
631,Carlson-Hernandez,Quality-focused real-time solution,59200,183756,successful,3063,US,USD,1553576400,1553922000,FALSE,FALSE,theater/plays
632,Parker PLC,Reduced interactive matrix,72100,30902,live,278,US,USD,1414904400,1416463200,FALSE,FALSE,theater/plays
633,Yu and Sons,Adaptive context-sensitive architecture,6700,5569,failed,105,US,USD,1446876000,1447221600,FALSE,FALSE,film & video/animation
634,"Taylor, Johnson and Hernandez",Polarized incremental portal,118200,92824,canceled,1658,US,USD,1490418000,1491627600,FALSE,FALSE,film & video/television
635,Mack Ltd,Reactive regional access,139000,158590,successful,2266,US,USD,1360389600,1363150800,FALSE,FALSE,film & video/television
636,Lamb-Sanders,Stand-alone reciprocal frame,197700,127591,failed,2604,DK,DKK,1326866400,1330754400,FALSE,TRUE,film & video/animation
637,Williams-Ramirez,Open-architected 24/7 throughput,8500,6750,failed,65,US,USD,1479103200,1479794400,FALSE,FALSE,theater/plays
638,Weaver Ltd,Monitored 24/7 approach,81600,9318,failed,94,US,USD,1280206800,1281243600,FALSE,TRUE,theater/plays
639,Barnes-Williams,Upgradable explicit forecast,8600,4832,live,45,US,USD,1532754000,1532754000,FALSE,TRUE,film & video/drama
640,"Richardson, Woodward and Hansen",Pre-emptive context-sensitive support,119800,19769,failed,257,US,USD,1453096800,1453356000,FALSE,FALSE,theater/plays
641,"Hunt, Barker and Baker",Business-focused leadingedge instruction set,9400,11277,successful,194,CH,CHF,1487570400,1489986000,FALSE,FALSE,theater/plays
642,"Ramos, Moreno and Lewis",Extended multi-state knowledge user,9200,13382,successful,129,CA,CAD,1545026400,1545804000,FALSE,FALSE,technology/wearables
643,Harris Inc,Future-proofed modular groupware,14900,32986,successful,375,US,USD,1488348000,1489899600,FALSE,FALSE,theater/plays
644,Peters-Nelson,Distributed real-time algorithm,169400,81984,failed,2928,CA,CAD,1545112800,1546495200,FALSE,FALSE,theater/plays
645,"Ferguson, Murphy and Bright",Multi-lateral heuristic throughput,192100,178483,failed,4697,US,USD,1537938000,1539752400,FALSE,TRUE,music/rock
646,Robinson Group,Switchable reciprocal middleware,98700,87448,failed,2915,US,USD,1363150800,1364101200,FALSE,FALSE,games/video games
647,Jordan-Wolfe,Inverse multimedia Graphic Interface,4500,1863,failed,18,US,USD,1523250000,1525323600,FALSE,FALSE,publishing/translations
648,Vargas-Cox,Vision-oriented local contingency,98600,62174,canceled,723,US,USD,1499317200,1500872400,TRUE,FALSE,food/food trucks
649,Yang and Sons,Reactive 6thgeneration hub,121700,59003,failed,602,CH,CHF,1287550800,1288501200,TRUE,TRUE,theater/plays
650,"Wilson, Wilson and Mathis",Optional asymmetric success,100,2,failed,1,US,USD,1404795600,1407128400,FALSE,FALSE,music/jazz
651,"Wang, Koch and Weaver",Digitized analyzing capacity,196700,174039,failed,3868,IT,EUR,1393048800,1394344800,FALSE,FALSE,film & video/shorts
652,Cisneros Ltd,Vision-oriented regional hub,10000,12684,successful,409,US,USD,1470373200,1474088400,FALSE,FALSE,technology/web
653,Williams-Jones,Monitored incremental info-mediaries,600,14033,successful,234,US,USD,1460091600,1460264400,FALSE,FALSE,technology/web
654,"Roberts, Hinton and Williams",Programmable static middleware,35000,177936,successful,3016,US,USD,1440392400,1440824400,FALSE,FALSE,music/metal
655,"Gonzalez, Williams and Benson",Multi-layered bottom-line encryption,6900,13212,successful,264,US,USD,1488434400,1489554000,TRUE,FALSE,photography/photography books
656,"Hobbs, Brown and Lee",Vision-oriented systematic Graphical User Interface,118400,49879,failed,504,AU,AUD,1514440800,1514872800,FALSE,FALSE,food/food trucks
657,"Russo, Kim and Mccoy",Balanced optimal hardware,10000,824,failed,14,US,USD,1514354400,1515736800,FALSE,FALSE,film & video/science fiction
658,"Howell, Myers and Olson",Self-enabling mission-critical success,52600,31594,canceled,390,US,USD,1440910800,1442898000,FALSE,FALSE,music/rock
659,Bailey and Sons,Grass-roots dynamic emulation,120700,57010,failed,750,GB,GBP,1296108000,1296194400,FALSE,FALSE,film & video/documentary
660,Jensen-Brown,Fundamental disintermediate matrix,9100,7438,failed,77,US,USD,1440133200,1440910800,TRUE,FALSE,theater/plays
661,Smith Group,Right-sized secondary challenge,106800,57872,failed,752,DK,DKK,1332910800,1335502800,FALSE,FALSE,music/jazz
662,Murphy-Farrell,Implemented exuding software,9100,8906,failed,131,US,USD,1544335200,1544680800,FALSE,FALSE,theater/plays
663,Everett-Wolfe,Total optimizing software,10000,7724,failed,87,US,USD,1286427600,1288414800,FALSE,FALSE,theater/plays
664,Young PLC,Optional maximized attitude,79400,26571,failed,1063,US,USD,1329717600,1330581600,FALSE,FALSE,music/jazz
665,Park-Goodman,Customer-focused impactful extranet,5100,12219,successful,272,US,USD,1310187600,1311397200,FALSE,TRUE,film & video/documentary
666,"York, Barr and Grant",Cloned bottom-line success,3100,1985,canceled,25,US,USD,1377838800,1378357200,FALSE,TRUE,theater/plays
667,Little Ltd,Decentralized bandwidth-monitored ability,6900,12155,successful,419,US,USD,1410325200,1411102800,FALSE,FALSE,journalism/audio
668,Brown and Sons,Programmable leadingedge budgetary management,27500,5593,failed,76,US,USD,1343797200,1344834000,FALSE,FALSE,theater/plays
669,"Payne, Garrett and Thomas",Upgradable bi-directional concept,48800,175020,successful,1621,IT,EUR,1498453200,1499230800,FALSE,FALSE,theater/plays
670,Robinson Group,Re-contextualized homogeneous flexibility,16200,75955,successful,1101,US,USD,1456380000,1457416800,FALSE,FALSE,music/indie rock
671,Robinson-Kelly,Monitored bi-directional standardization,97600,119127,successful,1073,US,USD,1280552400,1280898000,FALSE,TRUE,theater/plays
672,Kelly-Colon,Stand-alone grid-enabled leverage,197900,110689,failed,4428,AU,AUD,1521608400,1522472400,FALSE,FALSE,theater/plays
673,"Turner, Scott and Gentry",Assimilated regional groupware,5600,2445,failed,58,IT,EUR,1460696400,1462510800,FALSE,FALSE,music/indie rock
674,Sanchez Ltd,Up-sized 24hour instruction set,170700,57250,canceled,1218,US,USD,1313730000,1317790800,FALSE,FALSE,photography/photography books
675,Giles-Smith,Right-sized web-enabled intranet,9700,11929,successful,331,US,USD,1568178000,1568782800,FALSE,FALSE,journalism/audio
676,Thompson-Moreno,Expanded needs-based orchestration,62300,118214,successful,1170,US,USD,1348635600,1349413200,FALSE,FALSE,photography/photography books
677,Murphy-Fox,Organic system-worthy orchestration,5300,4432,failed,111,US,USD,1468126800,1472446800,FALSE,FALSE,publishing/fiction
678,Rodriguez-Patterson,Inverse static standardization,99500,17879,canceled,215,US,USD,1547877600,1548050400,FALSE,FALSE,film & video/drama
679,Davis Ltd,Synchronized motivating solution,1400,14511,successful,363,US,USD,1571374800,1571806800,FALSE,TRUE,food/food trucks
680,Nelson-Valdez,Open-source 4thgeneration open system,145600,141822,failed,2955,US,USD,1576303200,1576476000,FALSE,TRUE,games/mobile games
681,Kelly PLC,Decentralized context-sensitive superstructure,184100,159037,failed,1657,US,USD,1324447200,1324965600,FALSE,FALSE,theater/plays
682,Nguyen and Sons,Compatible 5thgeneration concept,5400,8109,successful,103,US,USD,1386741600,1387519200,FALSE,FALSE,theater/plays
683,Jones PLC,Virtual systemic intranet,2300,8244,successful,147,US,USD,1537074000,1537246800,FALSE,FALSE,theater/plays
684,Gilmore LLC,Optimized systemic algorithm,1400,7600,successful,110,CA,CAD,1277787600,1279515600,FALSE,FALSE,publishing/nonfiction
685,Lee-Cobb,Customizable homogeneous firmware,140000,94501,failed,926,CA,CAD,1440306000,1442379600,FALSE,FALSE,theater/plays
686,"Jones, Wiley and Robbins",Front-line cohesive extranet,7500,14381,successful,134,US,USD,1522126800,1523077200,FALSE,FALSE,technology/wearables
687,"Martin, Gates and Holt",Distributed holistic neural-net,1500,13980,successful,269,US,USD,1489298400,1489554000,FALSE,FALSE,theater/plays
688,"Bowen, Davies and Burns",Devolved client-server monitoring,2900,12449,successful,175,US,USD,1547100000,1548482400,FALSE,TRUE,film & video/television
689,Nguyen Inc,Seamless directional capacity,7300,7348,successful,69,US,USD,1383022800,1384063200,FALSE,FALSE,technology/web
690,Walsh-Watts,Polarized actuating implementation,3600,8158,successful,190,US,USD,1322373600,1322892000,FALSE,TRUE,film & video/documentary
691,"Ray, Li and Li",Front-line disintermediate hub,5000,7119,successful,237,US,USD,1349240400,1350709200,TRUE,TRUE,film & video/documentary
692,Murray Ltd,Decentralized 4thgeneration challenge,6000,5438,failed,77,GB,GBP,1562648400,1564203600,FALSE,FALSE,music/rock
693,Bradford-Silva,Reverse-engineered composite hierarchy,180400,115396,failed,1748,US,USD,1508216400,1509685200,FALSE,FALSE,theater/plays
694,Mora-Bradley,Programmable tangible ability,9100,7656,failed,79,US,USD,1511762400,1514959200,FALSE,FALSE,theater/plays
695,"Cardenas, Thompson and Carey",Configurable full-range emulation,9200,12322,successful,196,IT,EUR,1447480800,1448863200,TRUE,FALSE,music/rock
696,"Lopez, Reid and Johnson",Total real-time hardware,164100,96888,failed,889,US,USD,1429506000,1429592400,FALSE,TRUE,theater/plays
697,Fox-Williams,Profound system-worthy functionalities,128900,196960,successful,7295,US,USD,1522472400,1522645200,FALSE,FALSE,music/electric music
698,"Taylor, Wood and Taylor",Cloned hybrid focus group,42100,188057,successful,2893,CA,CAD,1322114400,1323324000,FALSE,FALSE,technology/wearables
699,King Inc,Ergonomic dedicated focus group,7400,6245,failed,56,US,USD,1561438800,1561525200,FALSE,FALSE,film & video/drama
700,"Cole, Petty and Cameron",Realigned zero administration paradigm,100,3,failed,1,US,USD,1264399200,1265695200,FALSE,FALSE,technology/wearables
701,Mcclain LLC,Open-source multi-tasking methodology,52000,91014,successful,820,US,USD,1301202000,1301806800,TRUE,FALSE,theater/plays
702,Sims-Gross,Object-based attitude-oriented analyzer,8700,4710,failed,83,US,USD,1374469200,1374901200,FALSE,FALSE,technology/wearables
703,Perez Group,Cross-platform tertiary hub,63400,197728,successful,2038,US,USD,1334984400,1336453200,TRUE,TRUE,publishing/translations
704,Haynes-Williams,Seamless clear-thinking artificial intelligence,8700,10682,successful,116,US,USD,1467608400,1468904400,FALSE,FALSE,film & video/animation
705,Ford LLC,Centralized tangible success,169700,168048,failed,2025,GB,GBP,1386741600,1387087200,FALSE,FALSE,publishing/nonfiction
706,Moreno Ltd,Customer-focused multimedia methodology,108400,138586,successful,1345,AU,AUD,1546754400,1547445600,FALSE,TRUE,technology/web
707,"Moore, Cook and Wright",Visionary maximized Local Area Network,7300,11579,successful,168,US,USD,1544248800,1547359200,FALSE,FALSE,film & video/drama
708,Ortega LLC,Secured bifurcated intranet,1700,12020,successful,137,CH,CHF,1495429200,1496293200,FALSE,FALSE,theater/plays
709,"Silva, Walker and Martin",Grass-roots 4thgeneration product,9800,13954,successful,186,IT,EUR,1334811600,1335416400,FALSE,FALSE,theater/plays
710,"Huynh, Gallegos and Mills",Reduced next generation info-mediaries,4300,6358,successful,125,US,USD,1531544400,1532149200,FALSE,TRUE,theater/plays
711,Anderson LLC,Customizable full-range artificial intelligence,6200,1260,failed,14,IT,EUR,1453615200,1453788000,TRUE,TRUE,theater/plays
712,Garza-Bryant,Programmable leadingedge contingency,800,14725,successful,202,US,USD,1467954000,1471496400,FALSE,FALSE,theater/plays
713,Mays LLC,Multi-layered global groupware,6900,11174,successful,103,US,USD,1471842000,1472878800,FALSE,FALSE,publishing/radio & podcasts
714,Evans-Jones,Switchable methodical superstructure,38500,182036,successful,1785,US,USD,1408424400,1408510800,FALSE,FALSE,music/rock
715,"Fischer, Torres and Walker",Expanded even-keeled portal,118000,28870,failed,656,US,USD,1281157200,1281589200,FALSE,FALSE,games/mobile games
716,"Tapia, Kramer and Hicks",Advanced modular moderator,2000,10353,successful,157,US,USD,1373432400,1375851600,FALSE,TRUE,theater/plays
717,"Barnes, Wilcox and Riley",Reverse-engineered well-modulated ability,5600,13868,successful,555,US,USD,1313989200,1315803600,FALSE,FALSE,film & video/documentary
718,Reyes PLC,Expanded optimal pricing structure,8300,8317,successful,297,US,USD,1371445200,1373691600,FALSE,FALSE,technology/wearables
719,"Pace, Simpson and Watkins",Down-sized uniform ability,6900,10557,successful,123,US,USD,1338267600,1339218000,FALSE,FALSE,publishing/fiction
720,"Valenzuela, Davidson and Castro",Multi-layered upward-trending conglomeration,8700,3227,canceled,38,DK,DKK,1519192800,1520402400,FALSE,TRUE,theater/plays
721,Dominguez-Owens,Open-architected systematic intranet,123600,5429,canceled,60,US,USD,1522818000,1523336400,FALSE,FALSE,music/rock
722,Thomas-Simmons,Proactive 24hour frame,48500,75906,successful,3036,US,USD,1509948000,1512280800,FALSE,FALSE,film & video/documentary
723,Beck-Knight,Exclusive fresh-thinking model,4900,13250,successful,144,AU,AUD,1456898400,1458709200,FALSE,FALSE,theater/plays
724,Mccoy Ltd,Business-focused encompassing intranet,8400,11261,successful,121,GB,GBP,1413954000,1414126800,FALSE,TRUE,theater/plays
725,Dawson-Tyler,Optional 6thgeneration access,193200,97369,failed,1596,US,USD,1416031200,1416204000,FALSE,FALSE,games/mobile games
726,Johns-Thomas,Realigned web-enabled functionalities,54300,48227,canceled,524,US,USD,1287982800,1288501200,FALSE,TRUE,theater/plays
727,"Quinn, Cruz and Schmidt",Enterprise-wide multimedia software,8900,14685,successful,181,US,USD,1547964000,1552971600,FALSE,FALSE,technology/web
728,Stewart Inc,Versatile mission-critical knowledgebase,4200,735,failed,10,US,USD,1464152400,1465102800,FALSE,FALSE,theater/plays
729,Moore Group,Multi-lateral object-oriented open system,5600,10397,successful,122,US,USD,1359957600,1360130400,FALSE,FALSE,film & video/drama
730,Carson PLC,Visionary system-worthy attitude,28800,118847,successful,1071,CA,CAD,1432357200,1432875600,FALSE,FALSE,technology/wearables
731,"Cruz, Hall and Mason",Synergized content-based hierarchy,8000,7220,canceled,219,US,USD,1500786000,1500872400,FALSE,FALSE,technology/web
732,"Glass, Baker and Jones",Business-focused 24hour access,117000,107622,failed,1121,US,USD,1490158800,1492146000,FALSE,TRUE,music/rock
733,Marquez-Kerr,Automated hybrid orchestration,15800,83267,successful,980,US,USD,1406178000,1407301200,FALSE,FALSE,music/metal
734,Stone PLC,Exclusive 5thgeneration leverage,4200,13404,successful,536,US,USD,1485583200,1486620000,FALSE,TRUE,theater/plays
735,Caldwell PLC,Grass-roots zero administration alliance,37100,131404,successful,1991,US,USD,1459314000,1459918800,FALSE,FALSE,photography/photography books
736,Silva-Hawkins,Proactive heuristic orchestration,7700,2533,canceled,29,US,USD,1424412000,1424757600,FALSE,FALSE,publishing/nonfiction
737,Gardner Inc,Function-based systematic Graphical User Interface,3700,5028,successful,180,US,USD,1478844000,1479880800,FALSE,FALSE,music/indie rock
738,Garcia Group,Extended zero administration software,74700,1557,failed,15,US,USD,1416117600,1418018400,FALSE,TRUE,theater/plays
739,Meyer-Avila,Multi-tiered discrete support,10000,6100,failed,191,US,USD,1340946000,1341032400,FALSE,FALSE,music/indie rock
740,"Nelson, Smith and Graham",Phased system-worthy conglomeration,5300,1592,failed,16,US,USD,1486101600,1486360800,FALSE,FALSE,theater/plays
741,Garcia Ltd,Balanced mobile alliance,1200,14150,successful,130,US,USD,1274590800,1274677200,FALSE,FALSE,theater/plays
742,West-Stevens,Reactive solution-oriented groupware,1200,13513,successful,122,US,USD,1263880800,1267509600,FALSE,FALSE,music/electric music
743,Clark-Conrad,Exclusive bandwidth-monitored orchestration,3900,504,failed,17,US,USD,1445403600,1445922000,FALSE,TRUE,theater/plays
744,Fitzgerald Group,Intuitive exuding initiative,2000,14240,successful,140,US,USD,1533877200,1534050000,FALSE,TRUE,theater/plays
745,"Hill, Mccann and Moore",Streamlined needs-based knowledge user,6900,2091,failed,34,US,USD,1275195600,1277528400,FALSE,FALSE,technology/wearables
746,Edwards LLC,Automated system-worthy structure,55800,118580,successful,3388,US,USD,1318136400,1318568400,FALSE,FALSE,technology/web
747,Greer and Sons,Secured clear-thinking intranet,4900,11214,successful,280,US,USD,1283403600,1284354000,FALSE,FALSE,theater/plays
748,Martinez PLC,Cloned actuating architecture,194900,68137,canceled,614,US,USD,1267423200,1269579600,FALSE,TRUE,film & video/animation
749,Hunter-Logan,Down-sized needs-based task-force,8600,13527,successful,366,IT,EUR,1412744400,1413781200,FALSE,TRUE,technology/wearables
750,Ramos and Sons,Extended responsive Internet solution,100,1,failed,1,GB,GBP,1277960400,1280120400,FALSE,FALSE,music/electric music
751,Lane-Barber,Universal value-added moderator,3600,8363,successful,270,US,USD,1458190800,1459486800,TRUE,TRUE,publishing/nonfiction
752,Lowery Group,Sharable motivating emulation,5800,5362,canceled,114,US,USD,1280984400,1282539600,FALSE,TRUE,theater/plays
753,Guerrero-Griffin,Networked web-enabled product,4700,12065,successful,137,US,USD,1274590800,1275886800,FALSE,FALSE,photography/photography books
754,"Perez, Reed and Lee",Advanced dedicated encoding,70400,118603,successful,3205,US,USD,1351400400,1355983200,FALSE,FALSE,theater/plays
755,"Chen, Pollard and Clarke",Stand-alone multi-state project,4500,7496,successful,288,DK,DKK,1514354400,1515391200,FALSE,TRUE,theater/plays
756,"Serrano, Gallagher and Griffith",Customizable bi-directional monitoring,1300,10037,successful,148,US,USD,1421733600,1422252000,FALSE,FALSE,theater/plays
757,Callahan-Gilbert,Profit-focused motivating function,1400,5696,successful,114,US,USD,1305176400,1305522000,FALSE,FALSE,film & video/drama
758,Logan-Miranda,Proactive systemic firmware,29600,167005,successful,1518,CA,CAD,1414126800,1414904400,FALSE,FALSE,music/rock
759,Rodriguez PLC,Grass-roots upward-trending installation,167500,114615,failed,1274,US,USD,1517810400,1520402400,FALSE,FALSE,music/electric music
760,Smith-Kennedy,Virtual heuristic hub,48300,16592,failed,210,IT,EUR,1564635600,1567141200,FALSE,TRUE,games/video games
761,Mitchell-Lee,Customizable leadingedge model,2200,14420,successful,166,US,USD,1500699600,1501131600,FALSE,FALSE,music/rock
762,Davis Ltd,Upgradable uniform service-desk,3500,6204,successful,100,AU,AUD,1354082400,1355032800,FALSE,FALSE,music/jazz
763,Rowland PLC,Inverse client-driven product,5600,6338,successful,235,US,USD,1336453200,1339477200,FALSE,TRUE,theater/plays
764,Shaffer-Mason,Managed bandwidth-monitored system engine,1100,8010,successful,148,US,USD,1305262800,1305954000,FALSE,FALSE,music/rock
765,Matthews LLC,Advanced transitional help-desk,3900,8125,successful,198,US,USD,1492232400,1494392400,TRUE,TRUE,music/indie rock
766,Montgomery-Castro,De-engineered disintermediate encryption,43800,13653,failed,248,AU,AUD,1537333200,1537419600,FALSE,FALSE,film & video/science fiction
767,"Hale, Pearson and Jenkins",Upgradable attitude-oriented project,97200,55372,failed,513,US,USD,1444107600,1447999200,FALSE,FALSE,publishing/translations
768,Ramirez-Calderon,Fundamental zero tolerance alliance,4800,11088,successful,150,US,USD,1386741600,1388037600,FALSE,FALSE,theater/plays
769,Johnson-Morales,Devolved 24hour forecast,125600,109106,failed,3410,US,USD,1376542800,1378789200,FALSE,FALSE,games/video games
770,Mathis-Rodriguez,User-centric attitude-oriented intranet,4300,11642,successful,216,IT,EUR,1397451600,1398056400,FALSE,TRUE,theater/plays
771,"Smith, Mack and Williams",Self-enabling 5thgeneration paradigm,5600,2769,canceled,26,US,USD,1548482400,1550815200,FALSE,FALSE,theater/plays
772,Johnson-Pace,Persistent 3rdgeneration moratorium,149600,169586,successful,5139,US,USD,1549692000,1550037600,FALSE,FALSE,music/indie rock
773,"Meza, Kirby and Patel",Cross-platform empowering project,53100,101185,successful,2353,US,USD,1492059600,1492923600,FALSE,FALSE,theater/plays
774,Gonzalez-Snow,Polarized user-facing interface,5000,6775,successful,78,IT,EUR,1463979600,1467522000,FALSE,FALSE,technology/web
775,Murphy LLC,Customer-focused non-volatile framework,9400,968,failed,10,US,USD,1415253600,1416117600,FALSE,FALSE,music/rock
776,Taylor-Rowe,Synchronized multimedia frame,110800,72623,failed,2201,US,USD,1562216400,1563771600,FALSE,FALSE,theater/plays
777,Henderson Ltd,Open-architected stable algorithm,93800,45987,failed,676,US,USD,1316754000,1319259600,FALSE,FALSE,theater/plays
778,Moss-Guzman,Cross-platform optimizing website,1300,10243,successful,174,CH,CHF,1313211600,1313643600,FALSE,FALSE,film & video/animation
779,Webb Group,Public-key actuating projection,108700,87293,failed,831,US,USD,1439528400,1440306000,FALSE,TRUE,theater/plays
780,Brooks-Rodriguez,Implemented intangible instruction set,5100,5421,successful,164,US,USD,1469163600,1470805200,FALSE,TRUE,film & video/drama
781,Thomas Ltd,Cross-group interactive architecture,8700,4414,canceled,56,CH,CHF,1288501200,1292911200,FALSE,FALSE,theater/plays
782,Williams and Sons,Centralized asymmetric framework,5100,10981,successful,161,US,USD,1298959200,1301374800,FALSE,TRUE,film & video/animation
783,"Vega, Chan and Carney",Down-sized systematic utilization,7400,10451,successful,138,US,USD,1387260000,1387864800,FALSE,FALSE,music/rock
784,Byrd Group,Profound fault-tolerant model,88900,102535,successful,3308,US,USD,1457244000,1458190800,FALSE,FALSE,technology/web
785,"Peterson, Fletcher and Sanchez",Multi-channeled bi-directional moratorium,6700,12939,successful,127,AU,AUD,1556341200,1559278800,FALSE,TRUE,film & video/animation
786,Smith-Brown,Object-based content-based ability,1500,10946,successful,207,IT,EUR,1522126800,1522731600,FALSE,TRUE,music/jazz
787,Vance-Glover,Progressive coherent secured line,61200,60994,failed,859,CA,CAD,1305954000,1306731600,FALSE,FALSE,music/rock
788,Joyce PLC,Synchronized directional capability,3600,3174,live,31,US,USD,1350709200,1352527200,FALSE,FALSE,film & video/animation
789,Kennedy-Miller,Cross-platform composite migration,9000,3351,failed,45,US,USD,1401166800,1404363600,FALSE,FALSE,theater/plays
790,White-Obrien,Operative local pricing structure,185900,56774,canceled,1113,US,USD,1266127200,1266645600,FALSE,FALSE,theater/plays
791,"Stafford, Hess and Raymond",Optional web-enabled extranet,2100,540,failed,6,US,USD,1481436000,1482818400,FALSE,FALSE,food/food trucks
792,"Jordan, Schneider and Hall",Reduced 6thgeneration intranet,2000,680,failed,7,US,USD,1372222800,1374642000,FALSE,TRUE,theater/plays
793,"Rodriguez, Cox and Rodriguez",Networked disintermediate leverage,1100,13045,successful,181,CH,CHF,1372136400,1372482000,FALSE,FALSE,publishing/nonfiction
794,Welch Inc,Optional optimal website,6600,8276,successful,110,US,USD,1513922400,1514959200,FALSE,FALSE,music/rock
795,Vasquez Inc,Stand-alone asynchronous functionalities,7100,1022,failed,31,US,USD,1477976400,1478235600,FALSE,FALSE,film & video/drama
796,Freeman-Ferguson,Profound full-range open system,7800,4275,failed,78,US,USD,1407474000,1408078800,FALSE,TRUE,games/mobile games
797,"Houston, Moore and Rogers",Optional tangible utilization,7600,8332,successful,185,US,USD,1546149600,1548136800,FALSE,FALSE,technology/web
798,Small-Fuentes,Seamless maximized product,3400,6408,successful,121,US,USD,1338440400,1340859600,FALSE,TRUE,theater/plays
799,Reid-Day,Devolved tertiary time-frame,84500,73522,failed,1225,GB,GBP,1454133600,1454479200,FALSE,FALSE,theater/plays
800,Wallace LLC,Centralized regional function,100,1,failed,1,CH,CHF,1434085200,1434430800,FALSE,FALSE,music/rock
801,Olson-Bishop,User-friendly high-level initiative,2300,4667,successful,106,US,USD,1577772000,1579672800,FALSE,TRUE,photography/photography books
802,"Rodriguez, Anderson and Porter",Reverse-engineered zero-defect infrastructure,6200,12216,successful,142,US,USD,1562216400,1562389200,FALSE,FALSE,photography/photography books
803,"Perez, Brown and Meyers",Stand-alone background customer loyalty,6100,6527,successful,233,US,USD,1548568800,1551506400,FALSE,FALSE,theater/plays
804,English-Mccullough,Business-focused discrete software,2600,6987,successful,218,US,USD,1514872800,1516600800,FALSE,FALSE,music/rock
805,Smith-Nguyen,Advanced intermediate Graphic Interface,9700,4932,failed,67,AU,AUD,1416031200,1420437600,FALSE,FALSE,film & video/documentary
806,Harmon-Madden,Adaptive holistic hub,700,8262,successful,76,US,USD,1330927200,1332997200,FALSE,TRUE,film & video/drama
807,Walker-Taylor,Automated uniform concept,700,1848,successful,43,US,USD,1571115600,1574920800,FALSE,TRUE,theater/plays
808,"Harris, Medina and Mitchell",Enhanced regional flexibility,5200,1583,failed,19,US,USD,1463461200,1464930000,FALSE,FALSE,food/food trucks
809,Williams and Sons,Public-key bottom-line algorithm,140800,88536,failed,2108,CH,CHF,1344920400,1345006800,FALSE,FALSE,film & video/documentary
810,Ball-Fisher,Multi-layered intangible instruction set,6400,12360,successful,221,US,USD,1511848800,1512712800,FALSE,TRUE,theater/plays
811,"Page, Holt and Mack",Fundamental methodical emulation,92500,71320,failed,679,US,USD,1452319200,1452492000,FALSE,TRUE,games/video games
812,Landry Group,Expanded value-added hardware,59700,134640,successful,2805,CA,CAD,1523854800,1524286800,FALSE,FALSE,publishing/nonfiction
